"player_position","depth","angle","field_x","field_y","batter","launch_speed_av","launch_angle_av","gb_pull","fb_pull","handedness","name","home_first","babip","method"
3,128,51,80,100,665120,89.8,9.3,0.724,0.485,"L","Walsh, Jared",4.54,0.289,"Current Rules"
4,175,59,90,150,665120,89.8,9.3,0.724,0.485,"L","Walsh, Jared",4.54,0.289,"Current Rules"
5,139,-69,-50,130,665120,89.8,9.3,0.724,0.485,"L","Walsh, Jared",4.54,0.289,"Current Rules"
6,161,83,20,160,665120,89.8,9.3,0.724,0.485,"L","Walsh, Jared",4.54,0.289,"Current Rules"
7,285,-68,-105,265,665120,89.8,9.3,0.724,0.485,"L","Walsh, Jared",4.54,0.289,"Current Rules"
8,330,88,10,330,665120,89.8,9.3,0.724,0.485,"L","Walsh, Jared",4.54,0.289,"Current Rules"
9,275,63,125,245,665120,89.8,9.3,0.724,0.485,"L","Walsh, Jared",4.54,0.289,"Current Rules"
3,112,63,50,100,665506,86.1,3.4,0.817,0.459,"R","Pache, Cristian",4.4,0.324,"Current Rules"
4,150,86,10,150,665506,86.1,3.4,0.817,0.459,"R","Pache, Cristian",4.4,0.324,"Current Rules"
5,128,-51,-80,100,665506,86.1,3.4,0.817,0.459,"R","Pache, Cristian",4.4,0.324,"Current Rules"
6,139,-69,-50,130,665506,86.1,3.4,0.817,0.459,"R","Pache, Cristian",4.4,0.324,"Current Rules"
7,302,-66,-125,275,665506,86.1,3.4,0.817,0.459,"R","Pache, Cristian",4.4,0.324,"Current Rules"
8,310,88,10,310,665506,86.1,3.4,0.817,0.459,"R","Pache, Cristian",4.4,0.324,"Current Rules"
9,271,65,115,245,665506,86.1,3.4,0.817,0.459,"R","Pache, Cristian",4.4,0.324,"Current Rules"
3,128,51,80,100,665742,91.6,5.3,0.718,0.382,"L","Soto, Juan",4.39,0.322,"Current Rules"
4,162,68,60,150,665742,91.6,5.3,0.718,0.382,"L","Soto, Juan",4.39,0.322,"Current Rules"
5,139,-69,-50,130,665742,91.6,5.3,0.718,0.382,"L","Soto, Juan",4.39,0.322,"Current Rules"
6,160,90,0,160,665742,91.6,5.3,0.718,0.382,"L","Soto, Juan",4.39,0.322,"Current Rules"
7,271,-60,-135,235,665742,91.6,5.3,0.718,0.382,"L","Soto, Juan",4.39,0.322,"Current Rules"
8,321,-85,-30,320,665742,91.6,5.3,0.718,0.382,"L","Soto, Juan",4.39,0.322,"Current Rules"
9,285,68,105,265,665742,91.6,5.3,0.718,0.382,"L","Soto, Juan",4.39,0.322,"Current Rules"
3,128,51,80,100,666135,90.9,7.5,0.808,0.435,"L","Kirilloff, Alex",4.3,0.316,"Current Rules"
4,157,63,70,140,666135,90.9,7.5,0.808,0.435,"L","Kirilloff, Alex",4.3,0.316,"Current Rules"
5,136,-73,-40,130,666135,90.9,7.5,0.808,0.435,"L","Kirilloff, Alex",4.3,0.316,"Current Rules"
6,150,86,10,150,666135,90.9,7.5,0.808,0.435,"L","Kirilloff, Alex",4.3,0.316,"Current Rules"
7,275,-63,-125,245,666135,90.9,7.5,0.808,0.435,"L","Kirilloff, Alex",4.3,0.316,"Current Rules"
8,320,90,0,320,666135,90.9,7.5,0.808,0.435,"L","Kirilloff, Alex",4.3,0.316,"Current Rules"
9,275,63,125,245,666135,90.9,7.5,0.808,0.435,"L","Kirilloff, Alex",4.3,0.316,"Current Rules"
3,128,51,80,100,666158,88.6,10.4,0.765,0.488,"L","Lux, Gavin",4.17,0.312,"Current Rules"
4,157,63,70,140,666158,88.6,10.4,0.765,0.488,"L","Lux, Gavin",4.17,0.312,"Current Rules"
5,242,-60,-120,210,666158,88.6,10.4,0.765,0.488,"L","Lux, Gavin",4.17,0.312,"Current Rules"
6,140,90,0,140,666158,88.6,10.4,0.765,0.488,"L","Lux, Gavin",4.17,0.312,"Current Rules"
7,297,-73,-85,285,666158,88.6,10.4,0.765,0.488,"L","Lux, Gavin",4.17,0.312,"Current Rules"
8,311,84,30,310,666158,88.6,10.4,0.765,0.488,"L","Lux, Gavin",4.17,0.312,"Current Rules"
9,262,59,135,225,666158,88.6,10.4,0.765,0.488,"L","Lux, Gavin",4.17,0.312,"Current Rules"
3,128,51,80,100,666176,88.1,9.9,0.723,0.538,"R","Adell, Jo",4.35,0.337,"Current Rules"
4,153,79,30,150,666176,88.1,9.9,0.723,0.538,"R","Adell, Jo",4.35,0.337,"Current Rules"
5,122,-55,-70,100,666176,88.1,9.9,0.723,0.538,"R","Adell, Jo",4.35,0.337,"Current Rules"
6,146,-74,-40,140,666176,88.1,9.9,0.723,0.538,"R","Adell, Jo",4.35,0.337,"Current Rules"
7,293,-60,-145,255,666176,88.1,9.9,0.723,0.538,"R","Adell, Jo",4.35,0.337,"Current Rules"
8,331,-85,-30,330,666176,88.1,9.9,0.723,0.538,"R","Adell, Jo",4.35,0.337,"Current Rules"
9,291,71,95,275,666176,88.1,9.9,0.723,0.538,"R","Adell, Jo",4.35,0.337,"Current Rules"
3,128,51,80,100,666182,91.3,8.1,0.551,0.354,"R","Bichette, Bo",4.5,0.308,"Current Rules"
4,155,75,40,150,666182,91.3,8.1,0.551,0.354,"R","Bichette, Bo",4.5,0.308,"Current Rules"
5,139,-60,-70,120,666182,91.3,8.1,0.551,0.354,"R","Bichette, Bo",4.5,0.308,"Current Rules"
6,153,-79,-30,150,666182,91.3,8.1,0.551,0.354,"R","Bichette, Bo",4.5,0.308,"Current Rules"
7,298,-67,-115,275,666182,91.3,8.1,0.551,0.354,"R","Bichette, Bo",4.5,0.308,"Current Rules"
8,331,87,20,330,666182,91.3,8.1,0.551,0.354,"R","Bichette, Bo",4.5,0.308,"Current Rules"
9,271,60,135,235,666182,91.3,8.1,0.551,0.354,"R","Bichette, Bo",4.5,0.308,"Current Rules"
3,128,51,80,100,666915,91.6,16.9,0.733,0.43,"R","Dalbec, Bobby",4.5,0.314,"Current Rules"
4,151,82,20,150,666915,91.6,16.9,0.733,0.43,"R","Dalbec, Bobby",4.5,0.314,"Current Rules"
5,136,-54,-80,110,666915,91.6,16.9,0.733,0.43,"R","Dalbec, Bobby",4.5,0.314,"Current Rules"
6,149,-70,-50,140,666915,91.6,16.9,0.733,0.43,"R","Dalbec, Bobby",4.5,0.314,"Current Rules"
7,284,-64,-125,255,666915,91.6,16.9,0.733,0.43,"R","Dalbec, Bobby",4.5,0.314,"Current Rules"
8,330,90,0,330,666915,91.6,16.9,0.733,0.43,"R","Dalbec, Bobby",4.5,0.314,"Current Rules"
9,275,63,125,245,666915,91.6,16.9,0.733,0.43,"R","Dalbec, Bobby",4.5,0.314,"Current Rules"
3,117,59,60,100,666969,91.2,14.6,0.766,0.513,"R","García, Adolis",4.35,0.325,"Current Rules"
4,150,86,10,150,666969,91.2,14.6,0.766,0.513,"R","García, Adolis",4.35,0.325,"Current Rules"
5,128,-51,-80,100,666969,91.2,14.6,0.766,0.513,"R","García, Adolis",4.35,0.325,"Current Rules"
6,139,-69,-50,130,666969,91.2,14.6,0.766,0.513,"R","García, Adolis",4.35,0.325,"Current Rules"
7,271,-60,-135,235,666969,91.2,14.6,0.766,0.513,"R","García, Adolis",4.35,0.325,"Current Rules"
8,331,-87,-20,330,666969,91.2,14.6,0.766,0.513,"R","García, Adolis",4.35,0.325,"Current Rules"
9,285,68,105,265,666969,91.2,14.6,0.766,0.513,"R","García, Adolis",4.35,0.325,"Current Rules"
3,128,51,80,100,668227,90.4,7.5,0.709,0.423,"R","Arozarena, Randy",4.3,0.362,"Current Rules"
4,153,79,30,150,668227,90.4,7.5,0.709,0.423,"R","Arozarena, Randy",4.3,0.362,"Current Rules"
5,122,-55,-70,100,668227,90.4,7.5,0.709,0.423,"R","Arozarena, Randy",4.3,0.362,"Current Rules"
6,146,-74,-40,140,668227,90.4,7.5,0.709,0.423,"R","Arozarena, Randy",4.3,0.362,"Current Rules"
7,298,-67,-115,275,668227,90.4,7.5,0.709,0.423,"R","Arozarena, Randy",4.3,0.362,"Current Rules"
8,321,86,20,320,668227,90.4,7.5,0.709,0.423,"R","Arozarena, Randy",4.3,0.362,"Current Rules"
9,271,60,135,235,668227,90.4,7.5,0.709,0.423,"R","Arozarena, Randy",4.3,0.362,"Current Rules"
3,128,51,80,100,668731,86.4,13.4,0.703,0.484,"L","Baddoo, Akil",4.19,0.293,"Current Rules"
4,157,63,70,140,668731,86.4,13.4,0.703,0.484,"L","Baddoo, Akil",4.19,0.293,"Current Rules"
5,130,-67,-50,120,668731,86.4,13.4,0.703,0.484,"L","Baddoo, Akil",4.19,0.293,"Current Rules"
6,140,86,10,140,668731,86.4,13.4,0.703,0.484,"L","Baddoo, Akil",4.19,0.293,"Current Rules"
7,280,-66,-115,255,668731,86.4,13.4,0.703,0.484,"L","Baddoo, Akil",4.19,0.293,"Current Rules"
8,320,88,10,320,668731,86.4,13.4,0.703,0.484,"L","Baddoo, Akil",4.19,0.293,"Current Rules"
9,271,60,135,235,668731,86.4,13.4,0.703,0.484,"L","Baddoo, Akil",4.19,0.293,"Current Rules"
3,128,51,80,100,668800,87,11.7,0.669,0.417,"R","Knizner, Andrew",4.68,0.302,"Current Rules"
4,165,76,40,160,668800,87,11.7,0.669,0.417,"R","Knizner, Andrew",4.68,0.302,"Current Rules"
5,139,-60,-70,120,668800,87,11.7,0.669,0.417,"R","Knizner, Andrew",4.68,0.302,"Current Rules"
6,153,-79,-30,150,668800,87,11.7,0.669,0.417,"R","Knizner, Andrew",4.68,0.302,"Current Rules"
7,311,-66,-125,285,668800,87,11.7,0.669,0.417,"R","Knizner, Andrew",4.68,0.302,"Current Rules"
8,341,87,20,340,668800,87,11.7,0.669,0.417,"R","Knizner, Andrew",4.68,0.302,"Current Rules"
9,293,60,145,255,668800,87,11.7,0.669,0.417,"R","Knizner, Andrew",4.68,0.302,"Current Rules"
3,128,51,80,100,668942,87.8,9.1,0.7,0.497,"L","Rojas, Josh",4.33,0.302,"Current Rules"
4,162,68,60,150,668942,87.8,9.1,0.7,0.497,"L","Rojas, Josh",4.33,0.302,"Current Rules"
5,134,-63,-60,120,668942,87.8,9.1,0.7,0.497,"L","Rojas, Josh",4.33,0.302,"Current Rules"
6,140,90,0,140,668942,87.8,9.1,0.7,0.497,"L","Rojas, Josh",4.33,0.302,"Current Rules"
7,276,-68,-105,255,668942,87.8,9.1,0.7,0.497,"L","Rojas, Josh",4.33,0.302,"Current Rules"
8,320,88,10,320,668942,87.8,9.1,0.7,0.497,"L","Rojas, Josh",4.33,0.302,"Current Rules"
9,275,63,125,245,668942,87.8,9.1,0.7,0.497,"L","Rojas, Josh",4.33,0.302,"Current Rules"
3,128,51,80,100,669016,89.4,8.5,0.647,0.39,"L","Marsh, Brandon",4.27,0.322,"Current Rules"
4,162,68,60,150,669016,89.4,8.5,0.647,0.39,"L","Marsh, Brandon",4.27,0.322,"Current Rules"
5,134,-63,-60,120,669016,89.4,8.5,0.647,0.39,"L","Marsh, Brandon",4.27,0.322,"Current Rules"
6,140,90,0,140,669016,89.4,8.5,0.647,0.39,"L","Marsh, Brandon",4.27,0.322,"Current Rules"
7,280,-61,-135,245,669016,89.4,8.5,0.647,0.39,"L","Marsh, Brandon",4.27,0.322,"Current Rules"
8,331,-87,-20,330,669016,89.4,8.5,0.647,0.39,"L","Marsh, Brandon",4.27,0.322,"Current Rules"
9,276,68,105,255,669016,89.4,8.5,0.647,0.39,"L","Marsh, Brandon",4.27,0.322,"Current Rules"
3,122,55,70,100,669221,89.7,14.8,0.788,0.487,"R","Murphy, Sean",4.63,0.297,"Current Rules"
4,161,83,20,160,669221,89.7,14.8,0.788,0.487,"R","Murphy, Sean",4.63,0.297,"Current Rules"
5,136,-54,-80,110,669221,89.7,14.8,0.788,0.487,"R","Murphy, Sean",4.63,0.297,"Current Rules"
6,155,-75,-40,150,669221,89.7,14.8,0.788,0.487,"R","Murphy, Sean",4.63,0.297,"Current Rules"
7,285,-59,-145,245,669221,89.7,14.8,0.788,0.487,"R","Murphy, Sean",4.63,0.297,"Current Rules"
8,331,-87,-20,330,669221,89.7,14.8,0.788,0.487,"R","Murphy, Sean",4.63,0.297,"Current Rules"
9,285,68,105,265,669221,89.7,14.8,0.788,0.487,"R","Murphy, Sean",4.63,0.297,"Current Rules"
3,128,51,80,100,669222,88.5,12.8,0.69,0.367,"R","Senzel, Nick",4.43,0.326,"Current Rules"
4,153,79,30,150,669222,88.5,12.8,0.69,0.367,"R","Senzel, Nick",4.43,0.326,"Current Rules"
5,128,-51,-80,100,669222,88.5,12.8,0.69,0.367,"R","Senzel, Nick",4.43,0.326,"Current Rules"
6,146,-74,-40,140,669222,88.5,12.8,0.69,0.367,"R","Senzel, Nick",4.43,0.326,"Current Rules"
7,323,-71,-105,305,669222,88.5,12.8,0.69,0.367,"R","Senzel, Nick",4.43,0.326,"Current Rules"
8,331,85,30,330,669222,88.5,12.8,0.69,0.367,"R","Senzel, Nick",4.43,0.326,"Current Rules"
9,285,59,145,245,669222,88.5,12.8,0.69,0.367,"R","Senzel, Nick",4.43,0.326,"Current Rules"
3,128,51,80,100,669256,87.7,6.8,0.698,0.406,"R","Solak, Nick",4.4,0.341,"Current Rules"
4,141,82,20,140,669256,87.7,6.8,0.698,0.406,"R","Solak, Nick",4.4,0.341,"Current Rules"
5,128,-51,-80,100,669256,87.7,6.8,0.698,0.406,"R","Solak, Nick",4.4,0.341,"Current Rules"
6,139,-69,-50,130,669256,87.7,6.8,0.698,0.406,"R","Solak, Nick",4.4,0.341,"Current Rules"
7,302,-66,-125,275,669256,87.7,6.8,0.698,0.406,"R","Solak, Nick",4.4,0.341,"Current Rules"
8,321,86,20,320,669256,87.7,6.8,0.698,0.406,"R","Solak, Nick",4.4,0.341,"Current Rules"
9,271,60,135,235,669256,87.7,6.8,0.698,0.406,"R","Solak, Nick",4.4,0.341,"Current Rules"
3,122,55,70,100,669257,90.6,19.5,0.775,0.48,"R","Smith, Will",4.48,0.301,"Current Rules"
4,161,83,20,160,669257,90.6,19.5,0.775,0.48,"R","Smith, Will",4.48,0.301,"Current Rules"
5,128,-51,-80,100,669257,90.6,19.5,0.775,0.48,"R","Smith, Will",4.48,0.301,"Current Rules"
6,149,-70,-50,140,669257,90.6,19.5,0.775,0.48,"R","Smith, Will",4.48,0.301,"Current Rules"
7,280,-61,-135,245,669257,90.6,19.5,0.775,0.48,"R","Smith, Will",4.48,0.301,"Current Rules"
8,340,-88,-10,340,669257,90.6,19.5,0.775,0.48,"R","Smith, Will",4.48,0.301,"Current Rules"
9,280,66,115,255,669257,90.6,19.5,0.775,0.48,"R","Smith, Will",4.48,0.301,"Current Rules"
3,122,55,70,100,669289,86,13.7,0.753,0.453,"R","Espinal, Santiago",4.39,0.328,"Current Rules"
4,150,86,10,150,669289,86,13.7,0.753,0.453,"R","Espinal, Santiago",4.39,0.328,"Current Rules"
5,128,-51,-80,100,669289,86,13.7,0.753,0.453,"R","Espinal, Santiago",4.39,0.328,"Current Rules"
6,139,-69,-50,130,669289,86,13.7,0.753,0.453,"R","Espinal, Santiago",4.39,0.328,"Current Rules"
7,302,-61,-145,265,669289,86,13.7,0.753,0.453,"R","Espinal, Santiago",4.39,0.328,"Current Rules"
8,340,90,0,340,669289,86,13.7,0.753,0.453,"R","Espinal, Santiago",4.39,0.328,"Current Rules"
9,293,65,125,265,669289,86,13.7,0.753,0.453,"R","Espinal, Santiago",4.39,0.328,"Current Rules"
3,128,51,80,100,669374,89.2,14.8,0.849,0.406,"R","Hiura, Keston",4.63,0.31,"Current Rules"
4,161,83,20,160,669374,89.2,14.8,0.849,0.406,"R","Hiura, Keston",4.63,0.31,"Current Rules"
5,136,-54,-80,110,669374,89.2,14.8,0.849,0.406,"R","Hiura, Keston",4.63,0.31,"Current Rules"
6,155,-75,-40,150,669374,89.2,14.8,0.849,0.406,"R","Hiura, Keston",4.63,0.31,"Current Rules"
7,302,-66,-125,275,669374,89.2,14.8,0.849,0.406,"R","Hiura, Keston",4.63,0.31,"Current Rules"
8,331,87,20,330,669374,89.2,14.8,0.849,0.406,"R","Hiura, Keston",4.63,0.31,"Current Rules"
9,280,61,135,245,669374,89.2,14.8,0.849,0.406,"R","Hiura, Keston",4.63,0.31,"Current Rules"
3,117,59,60,100,669720,88.5,11.8,0.728,0.519,"R","Hays, Austin",4.39,0.324,"Current Rules"
4,150,86,10,150,669720,88.5,11.8,0.728,0.519,"R","Hays, Austin",4.39,0.324,"Current Rules"
5,128,-51,-80,100,669720,88.5,11.8,0.728,0.519,"R","Hays, Austin",4.39,0.324,"Current Rules"
6,139,-69,-50,130,669720,88.5,11.8,0.728,0.519,"R","Hays, Austin",4.39,0.324,"Current Rules"
7,293,-60,-145,255,669720,88.5,11.8,0.728,0.519,"R","Hays, Austin",4.39,0.324,"Current Rules"
8,331,-85,-30,330,669720,88.5,11.8,0.728,0.519,"R","Hays, Austin",4.39,0.324,"Current Rules"
9,291,71,95,275,669720,88.5,11.8,0.728,0.519,"R","Hays, Austin",4.39,0.324,"Current Rules"
3,128,51,80,100,670032,83.6,2.1,0.711,0.321,"L","Lopez, Nicky",4.23,0.263,"Current Rules"
4,157,63,70,140,670032,83.6,2.1,0.711,0.321,"L","Lopez, Nicky",4.23,0.263,"Current Rules"
5,136,-73,-40,130,670032,83.6,2.1,0.711,0.321,"L","Lopez, Nicky",4.23,0.263,"Current Rules"
6,140,86,10,140,670032,83.6,2.1,0.711,0.321,"L","Lopez, Nicky",4.23,0.263,"Current Rules"
7,223,-56,-125,185,670032,83.6,2.1,0.711,0.321,"L","Lopez, Nicky",4.23,0.263,"Current Rules"
8,275,-80,-50,270,670032,83.6,2.1,0.711,0.321,"L","Lopez, Nicky",4.23,0.263,"Current Rules"
9,275,74,75,265,670032,83.6,2.1,0.711,0.321,"L","Lopez, Nicky",4.23,0.263,"Current Rules"
3,117,59,60,100,670623,87.3,13,0.769,0.474,"R","Paredes, Isaac",4.7,0.293,"Current Rules"
4,160,86,10,160,670623,87.3,13,0.769,0.474,"R","Paredes, Isaac",4.7,0.293,"Current Rules"
5,142,-51,-90,110,670623,87.3,13,0.769,0.474,"R","Paredes, Isaac",4.7,0.293,"Current Rules"
6,149,-70,-50,140,670623,87.3,13,0.769,0.474,"R","Paredes, Isaac",4.7,0.293,"Current Rules"
7,302,-61,-145,265,670623,87.3,13,0.769,0.474,"R","Paredes, Isaac",4.7,0.293,"Current Rules"
8,331,-87,-20,330,670623,87.3,13,0.769,0.474,"R","Paredes, Isaac",4.7,0.293,"Current Rules"
9,285,68,105,265,670623,87.3,13,0.769,0.474,"R","Paredes, Isaac",4.7,0.293,"Current Rules"
3,117,59,60,100,670712,89.8,15.4,0.802,0.473,"R","Brosseau, Mike",4.47,0.32,"Current Rules"
4,150,86,10,150,670712,89.8,15.4,0.802,0.473,"R","Brosseau, Mike",4.47,0.32,"Current Rules"
5,128,-51,-80,100,670712,89.8,15.4,0.802,0.473,"R","Brosseau, Mike",4.47,0.32,"Current Rules"
6,149,-70,-50,140,670712,89.8,15.4,0.802,0.473,"R","Brosseau, Mike",4.47,0.32,"Current Rules"
7,289,-62,-135,255,670712,89.8,15.4,0.802,0.473,"R","Brosseau, Mike",4.47,0.32,"Current Rules"
8,330,90,0,330,670712,89.8,15.4,0.802,0.473,"R","Brosseau, Mike",4.47,0.32,"Current Rules"
9,280,66,115,255,670712,89.8,15.4,0.802,0.473,"R","Brosseau, Mike",4.47,0.32,"Current Rules"
3,128,51,80,100,672386,91.9,12.9,0.69,0.432,"R","Kirk, Alejandro",4.81,0.304,"Current Rules"
4,175,77,40,170,672386,91.9,12.9,0.69,0.432,"R","Kirk, Alejandro",4.81,0.304,"Current Rules"
5,144,-56,-80,120,672386,91.9,12.9,0.69,0.432,"R","Kirk, Alejandro",4.81,0.304,"Current Rules"
6,165,-76,-40,160,672386,91.9,12.9,0.69,0.432,"R","Kirk, Alejandro",4.81,0.304,"Current Rules"
7,284,-64,-125,255,672386,91.9,12.9,0.69,0.432,"R","Kirk, Alejandro",4.81,0.304,"Current Rules"
8,330,90,0,330,672386,91.9,12.9,0.69,0.432,"R","Kirk, Alejandro",4.81,0.304,"Current Rules"
9,275,63,125,245,672386,91.9,12.9,0.69,0.432,"R","Kirk, Alejandro",4.81,0.304,"Current Rules"
3,122,55,70,100,673357,89.6,12.3,0.733,0.431,"R","Robert, Luis",4.4,0.336,"Current Rules"
4,150,86,10,150,673357,89.6,12.3,0.733,0.431,"R","Robert, Luis",4.4,0.336,"Current Rules"
5,128,-51,-80,100,673357,89.6,12.3,0.733,0.431,"R","Robert, Luis",4.4,0.336,"Current Rules"
6,139,-69,-50,130,673357,89.6,12.3,0.733,0.431,"R","Robert, Luis",4.4,0.336,"Current Rules"
7,297,-63,-135,265,673357,89.6,12.3,0.733,0.431,"R","Robert, Luis",4.4,0.336,"Current Rules"
8,330,90,0,330,673357,89.6,12.3,0.733,0.431,"R","Robert, Luis",4.4,0.336,"Current Rules"
9,284,64,125,255,673357,89.6,12.3,0.733,0.431,"R","Robert, Luis",4.4,0.336,"Current Rules"
3,112,63,50,100,673490,85,15.5,0.813,0.591,"R","Kim, Ha-Seong",4.41,0.299,"Current Rules"
4,150,86,10,150,673490,85,15.5,0.813,0.591,"R","Kim, Ha-Seong",4.41,0.299,"Current Rules"
5,128,-51,-80,100,673490,85,15.5,0.813,0.591,"R","Kim, Ha-Seong",4.41,0.299,"Current Rules"
6,139,-69,-50,130,673490,85,15.5,0.813,0.591,"R","Kim, Ha-Seong",4.41,0.299,"Current Rules"
7,290,-58,-155,245,673490,85,15.5,0.813,0.591,"R","Kim, Ha-Seong",4.41,0.299,"Current Rules"
8,335,-80,-60,330,673490,85,15.5,0.813,0.591,"R","Kim, Ha-Seong",4.41,0.299,"Current Rules"
9,304,76,75,295,673490,85,15.5,0.813,0.591,"R","Kim, Ha-Seong",4.41,0.299,"Current Rules"
3,128,51,80,100,676391,84.2,11.4,0.7,0.321,"R","Clement, Ernie",4.32,0.329,"Current Rules"
4,141,82,20,140,676391,84.2,11.4,0.7,0.321,"R","Clement, Ernie",4.32,0.329,"Current Rules"
5,122,-55,-70,100,676391,84.2,11.4,0.7,0.321,"R","Clement, Ernie",4.32,0.329,"Current Rules"
6,136,-73,-40,130,676391,84.2,11.4,0.7,0.321,"R","Clement, Ernie",4.32,0.329,"Current Rules"
7,329,-73,-95,315,676391,84.2,11.4,0.7,0.321,"R","Clement, Ernie",4.32,0.329,"Current Rules"
8,342,83,40,340,676391,84.2,11.4,0.7,0.321,"R","Clement, Ernie",4.32,0.329,"Current Rules"
9,298,59,155,255,676391,84.2,11.4,0.7,0.321,"R","Clement, Ernie",4.32,0.329,"Current Rules"
3,128,51,80,100,676801,89.4,17.2,0.859,0.431,"R","McCormick, Chas",4.32,0.33,"Current Rules"
4,140,86,10,140,676801,89.4,17.2,0.859,0.431,"R","McCormick, Chas",4.32,0.33,"Current Rules"
5,128,-51,-80,100,676801,89.4,17.2,0.859,0.431,"R","McCormick, Chas",4.32,0.33,"Current Rules"
6,139,-69,-50,130,676801,89.4,17.2,0.859,0.431,"R","McCormick, Chas",4.32,0.33,"Current Rules"
7,302,-66,-125,275,676801,89.4,17.2,0.859,0.431,"R","McCormick, Chas",4.32,0.33,"Current Rules"
8,331,87,20,330,676801,89.4,17.2,0.859,0.431,"R","McCormick, Chas",4.32,0.33,"Current Rules"
9,280,61,135,245,676801,89.4,17.2,0.859,0.431,"R","McCormick, Chas",4.32,0.33,"Current Rules"
3,128,51,80,100,680757,84.8,8.8,0.643,0.408,"L","Kwan, Steven",4.17,0.303,"Current Rules"
4,152,67,60,140,680757,84.8,8.8,0.643,0.408,"L","Kwan, Steven",4.17,0.303,"Current Rules"
5,125,-61,-60,110,680757,84.8,8.8,0.643,0.408,"L","Kwan, Steven",4.17,0.303,"Current Rules"
6,140,90,0,140,680757,84.8,8.8,0.643,0.408,"L","Kwan, Steven",4.17,0.303,"Current Rules"
7,262,-64,-115,235,680757,84.8,8.8,0.643,0.408,"L","Kwan, Steven",4.17,0.303,"Current Rules"
8,310,90,0,310,680757,84.8,8.8,0.643,0.408,"L","Kwan, Steven",4.17,0.303,"Current Rules"
9,275,63,125,245,680757,84.8,8.8,0.643,0.408,"L","Kwan, Steven",4.17,0.303,"Current Rules"
3,128,51,80,100,680777,89.2,15,0.691,0.493,"R","Jeffers, Ryan",4.82,0.282,"Current Rules"
4,175,77,40,170,680777,89.2,15,0.691,0.493,"R","Jeffers, Ryan",4.82,0.282,"Current Rules"
5,144,-56,-80,120,680777,89.2,15,0.691,0.493,"R","Jeffers, Ryan",4.82,0.282,"Current Rules"
6,165,-76,-40,160,680777,89.2,15,0.691,0.493,"R","Jeffers, Ryan",4.82,0.282,"Current Rules"
7,297,-63,-135,265,680777,89.2,15,0.691,0.493,"R","Jeffers, Ryan",4.82,0.282,"Current Rules"
8,340,90,0,340,680777,89.2,15,0.691,0.493,"R","Jeffers, Ryan",4.82,0.282,"Current Rules"
9,293,65,125,265,680777,89.2,15,0.691,0.493,"R","Jeffers, Ryan",4.82,0.282,"Current Rules"
3,128,51,80,100,680911,87,8.4,0.615,0.353,"R","Miller, Owen",4.31,0.332,"Current Rules"
4,155,75,40,150,680911,87,8.4,0.615,0.353,"R","Miller, Owen",4.31,0.332,"Current Rules"
5,122,-55,-70,100,680911,87,8.4,0.615,0.353,"R","Miller, Owen",4.31,0.332,"Current Rules"
6,143,-78,-30,140,680911,87,8.4,0.615,0.353,"R","Miller, Owen",4.31,0.332,"Current Rules"
7,323,-71,-105,305,680911,87,8.4,0.615,0.353,"R","Miller, Owen",4.31,0.332,"Current Rules"
8,331,85,30,330,680911,87,8.4,0.615,0.353,"R","Miller, Owen",4.31,0.332,"Current Rules"
9,285,59,145,245,680911,87,8.4,0.615,0.353,"R","Miller, Owen",4.31,0.332,"Current Rules"
3,128,51,80,100,683734,91.3,8.9,0.638,0.407,"R","Vaughn, Andrew",4.75,0.307,"Current Rules"
4,175,77,40,170,683734,91.3,8.9,0.638,0.407,"R","Vaughn, Andrew",4.75,0.307,"Current Rules"
5,139,-60,-70,120,683734,91.3,8.9,0.638,0.407,"R","Vaughn, Andrew",4.75,0.307,"Current Rules"
6,163,-79,-30,160,683734,91.3,8.9,0.638,0.407,"R","Vaughn, Andrew",4.75,0.307,"Current Rules"
7,293,-65,-125,265,683734,91.3,8.9,0.638,0.407,"R","Vaughn, Andrew",4.75,0.307,"Current Rules"
8,330,90,0,330,683734,91.3,8.9,0.638,0.407,"R","Vaughn, Andrew",4.75,0.307,"Current Rules"
9,275,63,125,245,683734,91.3,8.9,0.638,0.407,"R","Vaughn, Andrew",4.75,0.307,"Current Rules"
3,112,63,50,100,405395,90,13.7,0.807,0.516,"R","Pujols, Albert",5.06,0.28,"Pie-Slice"
4,177,74,50,170,405395,90,13.7,0.807,0.516,"R","Pujols, Albert",5.06,0.28,"Pie-Slice"
5,154,-54,-90,125,405395,90,13.7,0.807,0.516,"R","Pujols, Albert",5.06,0.28,"Pie-Slice"
6,165,-76,-40,160,405395,90,13.7,0.807,0.516,"R","Pujols, Albert",5.06,0.28,"Pie-Slice"
7,285,-59,-145,245,405395,90,13.7,0.807,0.516,"R","Pujols, Albert",5.06,0.28,"Pie-Slice"
8,332,-83,-40,330,405395,90,13.7,0.807,0.516,"R","Pujols, Albert",5.06,0.28,"Pie-Slice"
9,297,73,85,285,405395,90,13.7,0.807,0.516,"R","Pujols, Albert",5.06,0.28,"Pie-Slice"
3,128,51,80,100,408234,91.4,9.4,0.707,0.329,"R","Cabrera, Miguel",5.07,0.29,"Pie-Slice"
4,177,74,50,170,408234,91.4,9.4,0.707,0.329,"R","Cabrera, Miguel",5.07,0.29,"Pie-Slice"
