"player_position","depth","angle","field_x","field_y","batter","launch_speed_av","launch_angle_av","gb_pull","fb_pull","handedness","name","home_first","babip","method"
5,139,-60,-70,120,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.323,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.323,"Pie-Slice
 & Infield Dirt"
7,284,-64,-125,255,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.323,"Pie-Slice
 & Infield Dirt"
8,330,90,0,330,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.323,"Pie-Slice
 & Infield Dirt"
9,275,63,125,245,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.323,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.3,"Pie-Slice
 & Infield Dirt"
4,143,65,60,130,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.3,"Pie-Slice
 & Infield Dirt"
5,134,-63,-60,120,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.3,"Pie-Slice
 & Infield Dirt"
6,141,-82,-20,140,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.3,"Pie-Slice
 & Infield Dirt"
7,276,-68,-105,255,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.3,"Pie-Slice
 & Infield Dirt"
8,311,86,20,310,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.3,"Pie-Slice
 & Infield Dirt"
9,262,59,135,225,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.3,"Pie-Slice
 & Infield Dirt"
3,117,59,60,100,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.259,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.259,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.259,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.259,"Pie-Slice
 & Infield Dirt"
7,290,-58,-155,245,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.259,"Pie-Slice
 & Infield Dirt"
8,345,-80,-60,340,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.259,"Pie-Slice
 & Infield Dirt"
9,312,78,65,305,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.259,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.343,"Pie-Slice
 & Infield Dirt"
4,143,78,30,140,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.343,"Pie-Slice
 & Infield Dirt"
5,128,-51,-80,100,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.343,"Pie-Slice
 & Infield Dirt"
6,136,-73,-40,130,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.343,"Pie-Slice
 & Infield Dirt"
7,302,-66,-125,275,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.343,"Pie-Slice
 & Infield Dirt"
8,321,86,20,320,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.343,"Pie-Slice
 & Infield Dirt"
9,271,60,135,235,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.343,"Pie-Slice
 & Infield Dirt"
3,117,59,60,100,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.325,"Pie-Slice
 & Infield Dirt"
4,141,82,20,140,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.325,"Pie-Slice
 & Infield Dirt"
5,128,-51,-80,100,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.325,"Pie-Slice
 & Infield Dirt"
6,139,-69,-50,130,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.325,"Pie-Slice
 & Infield Dirt"
7,285,-59,-145,245,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.325,"Pie-Slice
 & Infield Dirt"
8,332,-83,-40,330,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.325,"Pie-Slice
 & Infield Dirt"
9,288,73,85,275,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.325,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.298,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.298,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.298,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.298,"Pie-Slice
 & Infield Dirt"
7,293,-65,-125,265,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.298,"Pie-Slice
 & Infield Dirt"
8,340,90,0,340,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.298,"Pie-Slice
 & Infield Dirt"
9,284,64,125,255,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.298,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.312,"Pie-Slice
 & Infield Dirt"
4,143,65,60,130,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.312,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.312,"Pie-Slice
 & Infield Dirt"
6,141,-82,-20,140,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.312,"Pie-Slice
 & Infield Dirt"
7,293,-65,-125,265,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.312,"Pie-Slice
 & Infield Dirt"
8,330,90,0,330,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.312,"Pie-Slice
 & Infield Dirt"
9,271,60,135,235,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.312,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.312,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.312,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.312,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.312,"Pie-Slice
 & Infield Dirt"
7,297,-63,-135,265,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.312,"Pie-Slice
 & Infield Dirt"
8,340,90,0,340,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.312,"Pie-Slice
 & Infield Dirt"
9,284,64,125,255,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.312,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.271,"Pie-Slice
 & Infield Dirt"
4,143,65,60,130,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.271,"Pie-Slice
 & Infield Dirt"
5,143,-65,-60,130,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.271,"Pie-Slice
 & Infield Dirt"
6,141,-82,-20,140,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.271,"Pie-Slice
 & Infield Dirt"
7,297,-73,-85,285,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.271,"Pie-Slice
 & Infield Dirt"
8,322,83,40,320,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.271,"Pie-Slice
 & Infield Dirt"
9,254,58,135,215,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.271,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.323,"Pie-Slice
 & Infield Dirt"
4,149,70,50,140,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.323,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.323,"Pie-Slice
 & Infield Dirt"
6,141,-82,-20,140,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.323,"Pie-Slice
 & Infield Dirt"
7,275,-63,-125,245,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.323,"Pie-Slice
 & Infield Dirt"
8,320,90,0,320,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.323,"Pie-Slice
 & Infield Dirt"
9,275,63,125,245,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.323,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.324,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.324,"Pie-Slice
 & Infield Dirt"
5,128,-51,-80,100,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.324,"Pie-Slice
 & Infield Dirt"
6,146,-74,-40,140,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.324,"Pie-Slice
 & Infield Dirt"
7,297,-63,-135,265,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.324,"Pie-Slice
 & Infield Dirt"
8,340,90,0,340,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.324,"Pie-Slice
 & Infield Dirt"
9,280,66,115,255,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.324,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.298,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.298,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.298,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.298,"Pie-Slice
 & Infield Dirt"
7,302,-61,-145,265,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.298,"Pie-Slice
 & Infield Dirt"
8,340,90,0,340,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.298,"Pie-Slice
 & Infield Dirt"
9,293,65,125,265,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.298,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.323,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.323,"Pie-Slice
 & Infield Dirt"
5,136,-54,-80,110,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.323,"Pie-Slice
 & Infield Dirt"
6,146,-74,-40,140,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.323,"Pie-Slice
 & Infield Dirt"
7,297,-63,-135,265,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.323,"Pie-Slice
 & Infield Dirt"
8,330,90,0,330,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.323,"Pie-Slice
 & Infield Dirt"
9,284,64,125,255,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.323,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.328,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.328,"Pie-Slice
 & Infield Dirt"
5,136,-54,-80,110,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.328,"Pie-Slice
 & Infield Dirt"
6,146,-74,-40,140,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.328,"Pie-Slice
 & Infield Dirt"
7,294,-69,-105,275,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.328,"Pie-Slice
 & Infield Dirt"
8,331,87,20,330,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.328,"Pie-Slice
 & Infield Dirt"
9,271,60,135,235,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.328,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice
 & Infield Dirt"
5,136,-54,-80,110,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice
 & Infield Dirt"
6,146,-74,-40,140,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice
 & Infield Dirt"
7,289,-62,-135,255,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice
 & Infield Dirt"
8,330,90,0,330,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice
 & Infield Dirt"
9,280,66,115,255,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice
 & Infield Dirt"
3,112,63,50,100,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.319,"Pie-Slice
 & Infield Dirt"
4,141,82,20,140,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.319,"Pie-Slice
 & Infield Dirt"
5,122,-55,-70,100,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.319,"Pie-Slice
 & Infield Dirt"
6,136,-73,-40,130,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.319,"Pie-Slice
 & Infield Dirt"
7,290,-58,-155,245,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.319,"Pie-Slice
 & Infield Dirt"
8,337,-78,-70,330,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.319,"Pie-Slice
 & Infield Dirt"
9,300,79,55,295,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.319,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.338,"Pie-Slice
 & Infield Dirt"
4,146,74,40,140,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.338,"Pie-Slice
 & Infield Dirt"
5,122,-55,-70,100,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.338,"Pie-Slice
 & Infield Dirt"
6,143,-78,-30,140,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.338,"Pie-Slice
 & Infield Dirt"
7,311,-66,-125,285,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.338,"Pie-Slice
 & Infield Dirt"
8,331,87,20,330,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.338,"Pie-Slice
 & Infield Dirt"
9,280,61,135,245,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.338,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.361,"Pie-Slice
 & Infield Dirt"
4,141,82,20,140,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.361,"Pie-Slice
 & Infield Dirt"
5,122,-55,-70,100,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.361,"Pie-Slice
 & Infield Dirt"
6,143,-78,-30,140,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.361,"Pie-Slice
 & Infield Dirt"
7,311,-66,-125,285,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.361,"Pie-Slice
 & Infield Dirt"
8,321,86,20,320,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.361,"Pie-Slice
 & Infield Dirt"
9,271,60,135,235,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.361,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice
 & Infield Dirt"
4,146,74,40,140,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice
 & Infield Dirt"
5,122,-55,-70,100,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice
 & Infield Dirt"
6,146,-74,-40,140,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice
 & Infield Dirt"
7,298,-59,-155,255,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice
 & Infield Dirt"
8,322,-83,-40,320,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice
 & Infield Dirt"
9,285,75,75,275,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.321,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.321,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.321,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.321,"Pie-Slice
 & Infield Dirt"
7,293,-65,-125,265,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.321,"Pie-Slice
 & Infield Dirt"
8,330,90,0,330,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.321,"Pie-Slice
 & Infield Dirt"
9,280,66,115,255,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.321,"Pie-Slice
 & Infield Dirt"
3,112,63,50,100,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice
 & Infield Dirt"
5,136,-54,-80,110,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice
 & Infield Dirt"
7,262,-59,-135,225,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice
 & Infield Dirt"
8,322,-83,-40,320,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice
 & Infield Dirt"
9,285,75,75,275,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.332,"Pie-Slice
 & Infield Dirt"
4,143,65,60,130,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.332,"Pie-Slice
 & Infield Dirt"
5,143,-65,-60,130,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.332,"Pie-Slice
 & Infield Dirt"
6,141,-82,-20,140,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.332,"Pie-Slice
 & Infield Dirt"
7,289,-62,-135,255,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.332,"Pie-Slice
 & Infield Dirt"
8,331,-87,-20,330,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.332,"Pie-Slice
 & Infield Dirt"
9,280,66,115,255,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.332,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.299,"Pie-Slice
 & Infield Dirt"
4,149,70,50,140,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.299,"Pie-Slice
 & Infield Dirt"
5,139,-69,-50,130,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.299,"Pie-Slice
 & Infield Dirt"
6,141,-82,-20,140,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.299,"Pie-Slice
 & Infield Dirt"
7,275,-74,-75,265,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.299,"Pie-Slice
 & Infield Dirt"
8,313,83,40,310,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.299,"Pie-Slice
 & Infield Dirt"
9,254,58,135,215,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.299,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.293,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.293,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.293,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.293,"Pie-Slice
 & Infield Dirt"
7,324,-77,-75,315,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.293,"Pie-Slice
 & Infield Dirt"
8,324,81,50,320,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.293,"Pie-Slice
 & Infield Dirt"
9,268,57,145,225,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.293,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.277,"Pie-Slice
 & Infield Dirt"
4,143,65,60,130,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.277,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.277,"Pie-Slice
 & Infield Dirt"
6,141,-82,-20,140,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.277,"Pie-Slice
 & Infield Dirt"
7,297,-73,-85,285,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.277,"Pie-Slice
 & Infield Dirt"
8,322,83,40,320,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.277,"Pie-Slice
 & Infield Dirt"
9,254,58,135,215,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.277,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.29,"Pie-Slice
 & Infield Dirt"
4,143,65,60,130,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.29,"Pie-Slice
 & Infield Dirt"
5,149,-70,-50,140,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.29,"Pie-Slice
 & Infield Dirt"
6,141,-82,-20,140,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.29,"Pie-Slice
 & Infield Dirt"
7,300,-72,-95,285,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.29,"Pie-Slice
 & Infield Dirt"
8,321,85,30,320,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.29,"Pie-Slice
 & Infield Dirt"
9,262,59,135,225,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.29,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.318,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.318,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.318,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.318,"Pie-Slice
 & Infield Dirt"
7,275,-63,-125,245,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.318,"Pie-Slice
 & Infield Dirt"
8,320,90,0,320,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.318,"Pie-Slice
 & Infield Dirt"
9,262,64,115,235,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.318,"Pie-Slice
 & Infield Dirt"
3,128,51,80,100,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.293,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.293,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.293,"Pie-Slice
 & Infield Dirt"
6,153,-79,-30,150,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.293,"Pie-Slice
 & Infield Dirt"
7,271,-60,-135,235,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.293,"Pie-Slice
 & Infield Dirt"
8,331,-87,-20,330,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.293,"Pie-Slice
 & Infield Dirt"
9,282,70,95,265,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.293,"Pie-Slice
 & Infield Dirt"
3,117,59,60,100,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.288,"Pie-Slice
 & Infield Dirt"
4,153,79,30,150,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.288,"Pie-Slice
 & Infield Dirt"
5,139,-60,-70,120,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.288,"Pie-Slice
 & Infield Dirt"
